,id,name,cuisines,city,country,votes,aggregate_rating
299,18983524,Mehfill- Resto Bar,North Indian,Gangtok,India,3,0
300,18629821,Sula Vineyards,"Cafe, Pizza, North Indian",Nashik,India,228,4.7
301,1600099,Kokni Darbar,"Fast Food, Chinese, Mughlai",Nashik,India,938,4.2
302,1600067,Al Arabian Express,Mughlai,Nashik,India,689,4.4
303,1600136,Dairy Don,Ice Cream,Nashik,India,342,4.5
304,18585945,The Foundry- Industrial Bar & Sport,"Continental, Italian, American",Nashik,India,212,4.6
305,18839989,Samarth Juice Center,"Beverages, Juices",Nashik,India,306,4.3
306,18943921,Burger Point,"Burger, Fast Food",Nashik,India,144,4.3
307,1600500,The Sidewalk,"Continental, Indian, Chinese",Nashik,India,214,4.9
308,18608708,Burger King,"Burger, Fast Food",Nashik,India,418,4.3
309,1600258,Barbeque Nation,"North Indian, European, Mediterranean, Asian",Nashik,India,772,4.8
310,18632170,Panorama,"North Indian, Chinese",Nashik,India,179,4.6
311,1600169,Veg Aroma,North Indian,Nashik,India,289,4.1
312,1600301,Cellar Door @ York,"North Indian, Maharashtrian, Chinese",Nashik,India,102,4.4
313,18658877,Rock n' Roll,"Rolls, Fast Food, Chinese",Nashik,India,349,3.9
314,1600227,Divtya Budhlya Wada Restaurant,Maharashtrian,Nashik,India,312,4.4
315,18573795,The FRIENDS Bistro,Cafe,Nashik,India,223,4.5
316,1600119,Domino's Pizza,"Pizza, Fast Food",Nashik,India,274,3.7
317,1600109,Eastern Spice,North Indian,Nashik,India,216,4.0
318,18962186,Hotel Mughal Darbar,"Mughlai, North Indian, Chinese",Nashik,India,130,4.2
319,1600029,Barbeque Ville,North Indian,Nashik,India,328,4.2
320,18698487,Angaara ,"Arabian, Chinese, Continental, South Indian",Ooty,India,144,3.6
321,18698864,A2B- Adyar Ananda Bhavan,"South Indian, North Indian",Ooty,India,139,3.4
322,18698898,Domino's Pizza,"Pizza, Fast Food",Ooty,India,75,3.3
323,18698690,Nahar Sidewalk Cafe,"Cafe, Burger, Pizza",Ooty,India,50,3.3
324,18698726,Hyderabad Biriyani House,"Andhra, Biryani",Ooty,India,39,3.3
325,18699624,Shinkows Chinese Restaurant ,Chinese,Ooty,India,62,3.2
326,18698924,Hyderabad Biryani House,"Andhra, Biryani",Ooty,India,61,3.2
327,18698964,Thalassery Restaurant,South Indian,Ooty,India,42,3.3
328,18698943,Willy's Coffee Pub,Cafe,Ooty,India,39,3.3
329,18698658,Place To Bee,Italian,Ooty,India,55,3.7
330,18698644,Cocoapods,Cafe,Ooty,India,24,3.3
331,18699681,Darjeeling Spicy Momo,"Chinese, Tibetan, Momos",Ooty,India,20,3.4
332,18698833,Pankaj Bhojanalaya,North Indian,Ooty,India,23,3.3
333,18699247,Dining Room,"Armenian, Chinese, European, Italian, North Indian, South Indian",Ooty,India,8,3.4
334,18698916,New Ooty Bakery ,"Mithai, Bakery, Chinese, Fast Food",Ooty,India,21,3.3
335,18698797,Hotel Junior Kuppanna,"Chettinad, South Indian",Ooty,India,20,3.3
336,18698832,Quality Restaurant,"Chinese, South Indian, North Indian",Ooty,India,14,3.2
337,18700259,Thendral Restaurant,South Indian,Ooty,India,7,3.3
338,18698688,Cliff Top,"North Indian, South Indian, European",Ooty,India,10,3.3
339,18698999,Ooty Coffee House ,South Indian,Ooty,India,14,3.3
340,18848790,The Brew Estate,"North Indian, Continental",Shimla,India,148,4.0
341,18703923,Cafe Simla Times,"Cafe, North Indian, Continental, Beverages, Chinese",Shimla,India,185,4.1
342,18703946,Cafe Sol,Cafe,Shimla,India,71,3.6
343,18704132,Indian Coffee House,"Fast Food, Beverages",Shimla,India,66,3.7
344,18704176,Hide Out Cafe,Cafe,Shimla,India,71,3.6
345,18704216,45 The Central,"North Indian, European, Asian",Shimla,India,46,3.6
346,18704153,Domino's,Pizza,Shimla,India,119,3.5
347,18704300,Sher-e-Punjab,North Indian,Shimla,India,54,3.3
348,18703974,Cafe Under Tree,Cafe,Shimla,India,44,3.6
349,18704318,Sita Ram & Son ,Street Food,Shimla,India,56,3.5
350,18704259,Honey Hut,Cafe,Shimla,India,49,3.6
351,18703932,Eighteen 71,"Continental, North Indian, Chinese, Bakery, Beverages",Shimla,India,46,3.6
352,18703939,Embassy The Restaurant,Cafe,Shimla,India,46,3.0
353,18703966,HPTDC Goofa Ashiana Bar and Restaurant,Continental,Shimla,India,38,3.5
354,18704355,Gupta Ji Bhojnalya,"North Indian, Street Food",Shimla,India,47,3.3
355,18703964,Nalini,"North Indian, Chinese, South Indian",Shimla,India,22,3.2
356,18704552,Diamond,"Mithai, Fast Food",Shimla,India,30,3.2
357,18704352,China Town Restaurant,Chinese,Shimla,India,16,3.5
358,18704339,Hotel Combermere,Cafe,Shimla,India,28,3.6
359,18704457,Singh's Tandoor,"North Indian, Fast Food",Shimla,India,48,3.3
360,18784840,The Table By Basant,"North Indian, Pizza, Fast Food, Burger, Sandwich, Rolls",Ludhiana,India,884,4.4
361,15401,Natural Soups & Shakes,"Fast Food, Beverages, Street Food",Ludhiana,India,895,4.5
362,15221,Basant,"North Indian, Chinese, South Indian, Fast Food",Ludhiana,India,1315,4.4
363,18400368,Pirates Of Grill,"North Indian, Mughlai",Ludhiana,India,982,4.9
364,15008,Hot Breads,"Continental, Chinese, Italian, Bakery",Ludhiana,India,1086,4.4
365,18680874,Natural 2,"Chinese, Burger, Sandwich, Rolls, Momos",Ludhiana,India,525,4.3
366,15047,Rishi Vegetarian Dhaba NK,North Indian,Ludhiana,India,2158,4.2
367,18444271,Hawai Adda,"Chinese, Continental, Indian, North Indian",Ludhiana,India,745,4.5
368,15556,New Delhi Chhole Bhature,"North Indian, Street Food",Ludhiana,India,978,4.0
369,18728655,Uncle Jack's,"American, Desserts, Beverages",Ludhiana,India,703,4.8
370,15239,Basant Restaurant,"North Indian, Chinese, Fast Food",Ludhiana,India,990,4.1
371,15101,Bansi Vaishno Dhaba,North Indian,Ludhiana,India,1813,4.0
372,18586834,Burger King,"Burger, Fast Food",Ludhiana,India,1283,4.0
373,15295,Raja Dhaba,"North Indian, Street Food, Chinese, Burger, Pizza, Biryani, South Indian",Ludhiana,India,1166,4.1
374,18282260,KFC,"Burger, Fast Food",Ludhiana,India,1170,4.1
375,15077,Meshi Vaishnu Dhaba,North Indian,Ludhiana,India,900,4.0
376,18729016,K Chawla Ice Cream & Sweets,"Mithai, Ice Cream, Chinese, Burger, Sandwich, Pizza, Rolls, Momos",Ludhiana,India,385,4.4
377,15488,Shahi Khansama,"North Indian, Chinese, Fast Food, Rolls",Ludhiana,India,1298,4.2
378,15127,Vipan Vaishno Dhaba,North Indian,Ludhiana,India,636,4.1
379,18583331,Gopal Sweets,"Mithai, Fast Food",Ludhiana,India,485,4.3
380,2100712,Mocha,"Cafe, Italian",Guwahati,India,1069,4.8
381,2101445,The Steaming Mug ,Cafe,Guwahati,India,542,4.2
382,2100702,Barbeque Nation,"North Indian, Mediterranean",Guwahati,India,1795,4.9
383,2100707,KFC,"Burger, Fast Food",Guwahati,India,459,4.1
384,2100719,The Corner Cafe,"Cafe, Continental, Momos",Guwahati,India,682,4.1
385,18633388,Kalita Cafe,"Rolls, Bakery, European",Guwahati,India,294,4.4
386,2100784,11th Avenue Cafe Bistro,"Cafe, American, Italian, Continental",Guwahati,India,1049,4.2
387,2100118,The Dhaba,"North Indian, Biryani",Guwahati,India,645,4.1
388,2100478,Terra Mayaa Restaurant and Lounge,"Continental, Italian, Indian, Asian",Guwahati,India,808,4.1
389,2100821,Raja Mircha,"Assamese, Naga",Guwahati,India,576,4.7
390,2100832,Mast Biryani,"North Indian, Biryani",Guwahati,India,880,4.5
391,18710093,Fat Belly,"Chinese, Thai, Momos",Guwahati,India,300,4.3
392,18801521,Cafe Gram,"Chinese, Biryani",Guwahati,India,150,4.0
393,2100644,KFC,"Burger, Fast Food",Guwahati,India,633,3.8
394,2100495,Grill Republica,"Rolls, Momos, Burger",Guwahati,India,503,4.3
395,2100913,Kalita Spectrum,"Chinese, Biryani, Desserts",Guwahati,India,398,4.7
396,2100904,Mughal Garden,"Mughlai, North Indian",Guwahati,India,488,4.4
397,18702475,Nanz Cafe,"Cafe, Momos",Guwahati,India,247,4.5
398,18381932,The Zouq : Resto-Cafe,"Chinese, Cafe, Italian, North Indian",Guwahati,India,594,3.8
399,18480196,Fat Belly,"Asian, Chinese, Tibetan, Momos",Guwahati,India,781,4.6
400,2200000,Kesar Da Dhabha,North Indian,Amritsar,India,2569,4.6
401,2200044,Bharawan Da Dhaba,"North Indian, Fast Food",Amritsar,India,989,4.3
402,2200132,Bade Bhai ka Brothers Dhaba,North Indian,Amritsar,India,1005,4.4
403,2200105,R K Food Plaza,"North Indian, Chinese, Fast Food",Amritsar,India,504,4.2
404,2200055,Beera Chicken House,North Indian,Amritsar,India,876,4.3
405,2200045,The Kulcha Land,"North Indian, Street Food",Amritsar,India,812,4.5
406,2200011,Makhan Fish and Chicken Corner,"North Indian, Chinese",Amritsar,India,867,4.0
407,2200365,Cafe Connect,Fast Food,Amritsar,India,395,4.1
408,2200864,Burger King,Burger,Amritsar,India,568,4.1
409,2200386,Kale Da Dhaba,North Indian,Amritsar,India,493,4.2
410,2200236,Brothers' Amritsari Dhaba,North Indian,Amritsar,India,343,4.3
411,2200245,Novelty Sweets,Mithai,Amritsar,India,345,4.2
412,2200358,Bon Gateau,"Cafe, Bakery, Fast Food",Amritsar,India,413,4.3
413,2200314,Domino's Pizza,"Pizza, Fast Food",Amritsar,India,663,3.8
414,2200534,Sip n Breww,Cafe,Amritsar,India,399,3.9
415,2200357,Sanjha Chulha,North Indian,Amritsar,India,465,4.2
416,2200283,Sakhis Watz Kukin,"Chinese, Continental, North Indian, Italian, Mughlai",Amritsar,India,385,4.4
417,2200153,Kanha Sweets,Fast Food,Amritsar,India,451,4.7
418,2200923,Hungry Pizza,"Fast Food, Italian, Pizza",Amritsar,India,294,4.0
419,2200286,Cafe Chokolade,"Salad, Cafe, Healthy Food, Fast Food",Amritsar,India,301,4.0
420,2300179,Talk Of The Town,Chinese,Kanpur,India,604,4.4
421,2300175,Mithas,"Mithai, Fast Food, Street Food, South Indian",Kanpur,India,457,4.4
422,2300842,Hot Pizza Ace,"Pizza, Fast Food",Kanpur,India,472,4.0
423,18209832,Zyka Restaurant,"North Indian, Biryani, Desserts, Fast Food, Pizza",Kanpur,India,596,4.1
424,2300299,Domino's Pizza,"Pizza, Fast Food",Kanpur,India,1000,3.5
425,18697142,Facebook Point,"Burger, Chinese, North Indian, Rolls",Kanpur,India,383,4.0
426,2300884,Sagar Ratna,"South Indian, North Indian, Chinese",Kanpur,India,447,4.3
427,18811222,Chauuan Pandit Paties,Fast Food,Kanpur,India,419,4.5
428,2300981,Bazooka,"Cafe, North Indian, Chinese",Kanpur,India,874,3.9
429,2300729,Juicebox,"Beverages, Fast Food",Kanpur,India,338,4.3
430,2300984,Foodoo Pizza,"Fast Food, Pizza, Chinese",Kanpur,India,399,3.8
431,2300092,Pandit's,"North Indian, Mithai",Kanpur,India,321,4.2
432,2300492,Baba Food Court,"Mughlai, Hyderabadi",Kanpur,India,352,4.1
433,2301845,Mi Casa,"Continental, Italian, Fast Food, Burger, American, Chinese",Kanpur,India,141,4.4
434,2300502,Silver Spoons,"Bakery, Fast Food, Chinese, Continental, Italian, Momos, Pizza",Kanpur,India,422,4.2
435,2300051,Domino's Pizza,"Pizza, Fast Food",Kanpur,India,1090,3.9
436,2300050,Baba Biryani,"Mughlai, Hyderabadi",Kanpur,India,422,4.1
437,2300549,Mithas,"Mithai, Desserts, Fast Food, Street Food",Kanpur,India,337,4.3
438,2300104,Spicy Foods,"North Indian, Fast Food",Kanpur,India,440,4.0
439,2300035,KFC,"Burger, Fast Food",Kanpur,India,611,4.1
440,2400349,Pizza Hut,"Italian, Pizza",Allahabad,India,565,4.0
441,2400358,Domino's Pizza,"Pizza, Fast Food",Allahabad,India,520,3.7
442,2400193,Mr. Dewsis,"North Indian, Chinese",Allahabad,India,485,4.2
443,2400565,Old School Cafe,"Cafe, North Indian, Continental, Chinese, Indian, Thai, Burger",Allahabad,India,360,4.4
444,2400018,El Chico Restaurant,"Continental, North Indian, Chinese",Allahabad,India,506,4.3
445,2400394,Well Bean Cafe,Cafe,Allahabad,India,284,4.4
446,2400269,Hot n Cool,"Desserts, Fast Food, Ice Cream",Allahabad,India,236,4.3
447,2400119,KFC,"Burger, Fast Food",Allahabad,India,431,4.2
448,18799013,Nainital Momos,"Momos, Beverages",Allahabad,India,123,4.1
449,2400009,Sagar Ratna,"South Indian, North Indian, Chinese, Continental",Allahabad,India,621,4.4
450,2400014,McDonald's,"Burger, Fast Food",Allahabad,India,526,4.3
451,2400356,Domino's Pizza,"Pizza, Fast Food",Allahabad,India,515,3.9
452,2400017,Tandoor Restaurant,"North Indian, Chinese",Allahabad,India,343,2.8
453,2400019,Bikanerwala,"North Indian, Street Food, Fast Food",Allahabad,India,224,4.2
454,18889008,EDEN by Connoisseur,"North Indian, Chinese, Continental",Allahabad,India,95,4.5
455,2400403,Pind Balluchi,"North Indian, Mughlai",Allahabad,India,305,4.3
456,2400020,Aryan Family's Delight,"North Indian, South Indian, Fast Food",Allahabad,India,298,4.3
457,2400533,SCORE - The Games Cafe,"Cafe, Desserts, Beverages",Allahabad,India,332,4.5
458,18901221,7th Heaven,"Bakery, Italian, Continental, Desserts",Allahabad,India,78,4.0
459,2400390,Haldiram Bhujiawala,"North Indian, Fast Food, Street Food, South Indian, Chinese",Allahabad,India,313,4.1
460,2500904,Kef Lounge,"North Indian, Chinese, Thai",Aurangabad,India,256,4.6
461,2500672,SNT Tahari House ,Maharashtrian,Aurangabad,India,379,4.4
462,2500034,Green Leaf,"Chinese, North Indian",Aurangabad,India,798,4.8
463,2500969,Mustafa's Dum Biryani,Biryani,Aurangabad,India,787,3.7
464,2500346,Yalla Yalla,"North Indian, Hyderabadi, Biryani",Aurangabad,India,576,4.3
465,2500135,Domino's Pizza,"Pizza, Fast Food",Aurangabad,India,511,2.6
466,2500211,Saurabh Restaurant,"North Indian, Mughlai, Biryani, South Indian, Chinese",Aurangabad,India,356,4.7
467,2500123,Great Sagar Restaurant,"North Indian, Mughlai, Kebab, Biryani",Aurangabad,India,458,4.1
468,2500332,KFC,"Burger, Fast Food",Aurangabad,India,436,4.3
469,2500030,Bhoj Restaurant,North Indian,Aurangabad,India,527,4.6
470,2500654,Sagar Restaurant ,North Indian,Aurangabad,India,278,4.0
471,2500055,Smile Veg Restaurant,"North Indian, South Indian, Fast Food, Chinese",Aurangabad,India,387,4.3
472,2500164,Koyla Dum Biryanis & Kebabs,Biryani,Aurangabad,India,487,2.7
473,2500353,Pizza Hut,"Pizza, Fast Food",Aurangabad,India,434,4.0
474,2500385,Gayatri Mewad,Maharashtrian,Aurangabad,India,329,4.5
475,2500146,Sai Prasad,"North Indian, Chinese",Aurangabad,India,350,4.5
476,2500241,Cone-N-Cakes,"Desserts, Fast Food",Aurangabad,India,263,4.4
477,2500052,Ashoka's Veg Restaurant,"South Indian, Chinese, North Indian",Aurangabad,India,280,4.0
478,18796129,Shahi Mughal Darbar,"North Indian, Mughlai, Chinese",Aurangabad,India,225,4.5
479,2500134,Domino's Pizza,"Pizza, Fast Food",Aurangabad,India,386,3.1
480,2600334,Sagar Gaire Fast Food,"North Indian, South Indian, Chinese, Fast Food, Beverages",Bhopal,India,1393,4.5
481,2600081,Zam Zam Fast Food,North Indian,Bhopal,India,1551,4.3
482,2600369,Sagar Gaire Fast Food,"Fast Food, Chinese, Beverages",Bhopal,India,999,4.5
483,2600499,Zam Zam Fast Food,"North Indian, Mughlai",Bhopal,India,863,4.1
484,2600003,Manohar Dairy And Restaurant,"Street Food, South Indian, Fast Food, Desserts, North Indian, Chinese, Bakery, Mithai",Bhopal,India,753,4.4
485,2600109,Sagar Gaire Fast Food,"North Indian, South Indian, Chinese, Fast Food, Beverages",Bhopal,India,2470,4.6
486,2600665,Vishnu Chinese Fast Food,"North Indian, South Indian, Chinese, Fast Food",Bhopal,India,797,4.3
487,2600321,Sagar Gaire Fast Food,"North Indian, South Indian, Chinese, Fast Food, Beverages",Bhopal,India,755,4.2
488,2600051,Al-Beik,Fast Food,Bhopal,India,1017,4.3
489,18154918,Khan Sahab,Mughlai,Bhopal,India,737,4.2
490,2601361,Sagar Gaire Fast Food,"South Indian, North Indian, Chinese, Fast Food, Beverages",Bhopal,India,639,4.1
491,2600320,Sagar Gaire Fast Food,"North Indian, South Indian, Chinese, Fast Food, Beverages",Bhopal,India,1157,4.4
492,18812768,Anni Bhai ki Biryani,Biryani,Bhopal,India,276,4.5
493,2600047,Bapu Ki Kutia,"North Indian, Chinese, South Indian, Fast Food, Street Food",Bhopal,India,519,3.9
494,2601776,Khan Chacha,North Indian,Bhopal,India,591,4.0
495,18772225,Sagar Gaire Fast Food,"Fast Food, Chinese, South Indian, Beverages",Bhopal,India,356,4.1
496,2601248,Sagar Gaire Fast Food,"South Indian, North Indian, Chinese, Fast Food, Beverages",Bhopal,India,496,4.2
497,2601595,Sagar Gaire Fast Food,"South Indian, North Indian, Chinese, Fast Food, Beverages",Bhopal,India,386,4.1
498,2600913,32 Degree North East,North Indian,Bhopal,India,308,4.6
499,2600008,Bake N Shake,"Bakery, Chinese, Continental, Pizza, Italian, Sandwich, Beverages, Cafe",Bhopal,India,649,4.6
500,2700085,Kaveri - Lalpur,"North Indian, Chinese, South Indian, Biryani, Fast Food",Ranchi,India,809,4.2
501,2700048,Domino's Pizza,"Pizza, Fast Food",Ranchi,India,1053,4.1
502,2700059,Punjab Sweet House,"Mithai, Street Food, Desserts, South Indian, Beverages",Ranchi,India,915,4.5
503,18388053,The Best,"North Indian, Pizza, South Indian, Bakery, Fast Food, Sandwich, Burger",Ranchi,India,398,4.3
504,2700606,Second Wife Restaurant,"Chinese, Fast Food, Burger",Ranchi,India,381,4.2
505,2700423,Punjabi Kitchen,"North Indian, Biryani, Fast Food",Ranchi,India,588,4.2
506,2700336,The Mezbaan,"North Indian, Biryani, Chinese, Fast Food",Ranchi,India,616,4.0
507,2700986,Domino's Pizza,"Pizza, Fast Food",Ranchi,India,596,3.7
508,2700458,The Breaking Bread,"Cafe, Bakery, Italian",Ranchi,India,395,4.6
509,18159977,Hot Lips,"North Indian, Chinese, Biryani, Pizza, Street Food, Desserts, Beverages",Ranchi,India,327,4.2
510,2700558,KFC,"Burger, Fast Food",Ranchi,India,336,4.2
511,2700489,Jashn,"North Indian, Chinese, Fast Food",Ranchi,India,370,4.3
512,2700044,KFC,"Burger, Fast Food",Ranchi,India,584,4.1
513,2700024,New Kathi Kabab,"North Indian, Chinese, Biryani, Fast Food",Ranchi,India,607,4.1
514,2700047,Domino's Pizza,"Pizza, Fast Food",Ranchi,India,513,3.8
515,2700081,Seasons Restaurant,"North Indian, Chinese, Fast Food, Biryani, Street Food, Pizza, Desserts, Beverages",Ranchi,India,457,4.1
516,2700696,Kareem's,"Biryani, North Indian, Mughlai, Street Food, Desserts",Ranchi,India,485,4.2
517,2700779,Sardar Fast Food Plaza,"Chinese, North Indian, Biryani, Fast Food",Ranchi,India,384,3.9
518,2700049,Pizza Hut,Pizza,Ranchi,India,373,4.2
519,2700011,Seventh Heaven,"South Indian, North Indian, Chinese, Pizza, Street Food, Biryani, Burger, Sandwich",Ranchi,India,520,4.3
520,2800993,Zeeshan Restaurant - Apna Hyderabadi Food,"Hyderabadi, Mughlai",Vizag,India,1986,4.3
521,2800294,Sri Sairam Parlour,"South Indian, North Indian",Vizag,India,1377,4.6
522,2801554,Helapuri Restaurant,"Biryani, Chinese, North Indian, South Indian",Vizag,India,1283,4.1
523,2800014,KFC,"Burger, Fast Food",Vizag,India,1825,4.3
524,2800096,Kamat Restaurant,"Andhra, North Indian, Chinese, Seafood, Biryani",Vizag,India,1468,4.4
525,2801173,Paradise,"Biryani, North Indian, Chinese",Vizag,India,1073,3.8
526,2801561,Indian Flavours Restaurant,"North Indian, Chinese, Biryani, South Indian",Vizag,India,672,4.0
527,18766029,Helapuri Restaurant,"Biryani, Chinese, North Indian, South Indian",Vizag,India,553,3.8
528,2801545,Helapuri Restaurant,"Biryani, Chinese, North Indian",Vizag,India,596,4.0
529,2801559,Hotel V Parlour,"South Indian, North Indian, Chinese",Vizag,India,593,4.2
530,2800083,My Restaurant,"Andhra, North Indian, Chinese, Biryani",Vizag,India,825,4.2
531,2801648,Helapuri Restaurant,"Biryani, Chinese, North Indian, South Indian",Vizag,India,582,3.7
532,2800901,Paradise,"Biryani, North Indian, Chinese",Vizag,India,1707,3.8
533,2801034,"Fresh Choice- Patisserie, Bakery & Café","Bakery, Cafe",Vizag,India,430,4.7
534,2800790,Hotel Grand Alpha,"Biryani, North Indian, Chinese",Vizag,India,1010,2.9
535,2800868,Raju's Kitchen,"Chinese, North Indian, Fast Food",Vizag,India,544,4.1
536,2801236,KFC,"Burger, Fast Food",Vizag,India,1035,4.0
537,18809359,Helapuri Tiffins,South Indian,Vizag,India,499,3.8
538,2800114,New Satyam Multicuisine Restaurant & Takeaway,"North Indian, Chinese, Andhra",Vizag,India,847,4.0
539,2800903,Mekong - Hotel GreenPark,"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese, Momos",Vizag,India,635,4.7
540,18805782,Chili's Grill & Bar,"Tex-Mex, Fast Food",Bhubaneshwar,India,301,4.9
541,2902018,Biryani Bhubaneswar,Biryani,Bhubaneshwar,India,1393,4.0
542,18991874,Breathe By Biswajit,"North Indian, Chinese, Seafood, Desserts, Beverages",Bhubaneshwar,India,90,3.8
543,2901195,BOCCA Cafe,Cafe,Bhubaneshwar,India,733,4.5
544,2900234,TCD Restaurant & Banquet,"Fast Food, North Indian, Chinese",Bhubaneshwar,India,872,4.1
545,2900509,Chandini Food Magic,Fast Food,Bhubaneshwar,India,579,3.2
546,18237402,Biggies Burger 'n' More,Fast Food,Bhubaneshwar,India,676,4.4
547,18271459,JUGAAD JN.,"North Indian, Rajasthani",Bhubaneshwar,India,1112,4.3
548,2901460,Sher-e-Punjab,"North Indian, Chinese, Mughlai",Bhubaneshwar,India,659,3.7
549,18770281,Three Kings,"Arabian, Mughlai, Lebanese",Bhubaneshwar,India,333,4.5
550,2900667,Biryani247,"Biryani, North Indian, Mughlai, Momos",Bhubaneshwar,India,1107,3.9
551,2900453,KFC,"Burger, Fast Food",Bhubaneshwar,India,669,4.2
552,2900474,Narula's Restaurant,"North Indian, Mughlai",Bhubaneshwar,India,931,4.4
553,18848926,Moody Blues,"Chinese, Italian, Continental, Mexican, Arabian",Bhubaneshwar,India,324,4.5
554,18753913,Biriyani King,Biryani,Bhubaneshwar,India,559,3.9
555,18285395,Biriyani Box,"Biryani, Hyderabadi, Rolls, Kebab",Bhubaneshwar,India,836,3.9
556,2900232,Domino's Pizza,"Pizza, Fast Food",Bhubaneshwar,India,831,4.1
557,2900222,KFC,"Burger, Fast Food",Bhubaneshwar,India,957,4.0
558,2900793,JUGAAD JN.,Fast Food,Bhubaneshwar,India,499,4.2
559,2900658,Biggies Burger 'n' More,"Fast Food, Burger",Bhubaneshwar,India,940,4.7
560,3000152,Cock Ra Co,"North Indian, Chinese, South Indian",Coimbatore,India,489,4.2
561,3000214,Shahi Grill,"Chettinad, North Indian, Chinese",Coimbatore,India,654,4.1
562,3001572,The French Door Cafe & Restaurant,"Cafe, Continental, French, North Indian, European",Coimbatore,India,429,4.7
563,3002026,The Chocolate Room,"Cafe, Desserts",Coimbatore,India,356,4.9
564,3001032,Burger Ka Baap,"Fast Food, Burger",Coimbatore,India,816,4.9
565,3002715,Yugo,Cafe,Coimbatore,India,450,4.3
566,3000107,Haribhavanam,"South Indian, Chettinad, North Indian",Coimbatore,India,685,4.3
567,18242351,Eleven 2 Eleven,"Chinese, North Indian, Seafood, South Indian",Coimbatore,India,277,4.1
568,3002291,Dindigul Venu Biryani,Biryani,Coimbatore,India,349,4.0
569,3001315,Hotel Delhi Dharbarr,"South Indian, Chinese, Biryani",Coimbatore,India,444,4.0
570,3000048,Barbeque Nation,"North Indian, European, Mediterranean",Coimbatore,India,881,4.8
571,3000280,Denmarrk Drive-Inn Restaurant,"North Indian, Chinese",Coimbatore,India,320,4.1
572,3000572,Sree Annapoorna Sree Gowrishankar,"South Indian, Chinese, North Indian",Coimbatore,India,229,4.4
573,3000014,Sree Annapoorna Sree Gowrishankar,"South Indian, North Indian, Chinese",Coimbatore,India,427,4.6
574,18671982,Zucca Pizzeria,"Pizza, Fast Food",Coimbatore,India,374,4.4
575,18241403,Vaskas Biriyani,"Biryani, Mughlai",Coimbatore,India,482,3.8
576,3000018,Dindigul Venu Biryani,Biryani,Coimbatore,India,477,4.2
577,3000251,Pizza Hut,Pizza,Coimbatore,India,331,4.0
578,3002287,The Slave's Restaurant,"South Indian, Italian, American, Salad",Coimbatore,India,236,4.2
579,3000811,Shree Anandhaas,"South Indian, North Indian, Chinese",Coimbatore,India,239,4.5
580,3100210,Ideal Cafe,"Ice Cream, South Indian, Fast Food, Beverages, Desserts",Mangalore,India,855,4.6
581,3100196,Pabbas,"Ice Cream, Desserts, Beverages, Fast Food",Mangalore,India,1819,4.9
582,3100302,Machali,"Seafood, Mangalorean, South Indian",Mangalore,India,1197,4.6
583,3100753,Bamboo Restaurant,"Biryani, North Indian",Mangalore,India,537,4.1
584,18656648,Waffee House,"Desserts, Beverages",Mangalore,India,408,4.4
585,3100010,Diesel Cafe,"American, Italian, Pizza, Sandwich",Mangalore,India,543,4.3
586,3100448,Spindrift,"Continental, Pizza, Italian, Steak, Thai, Finger Food",Mangalore,India,544,4.3
587,3100924,Dinki Dine,"North Indian, Chinese, South Indian, Burger, Desserts, Beverages",Mangalore,India,315,4.2
588,3100111,Tandoor,"Seafood, Mangalorean, North Indian, South Indian, Biryani",Mangalore,India,207,4.2
589,3100044,Village Restaurant,"South Indian, Mangalorean, Arabian, Pizza, Biryani, Chinese, North Indian, Continental",Mangalore,India,633,4.2
590,3100006,Ideal's,"Ice Cream, Desserts, Beverages",Mangalore,India,529,4.5
591,3100159,Crave Desserts & Bakes,"Desserts, Bakery, Beverages",Mangalore,India,406,4.3
592,3100845,Drnk Lab,"Cafe, Burger, Beverages, Fast Food",Mangalore,India,206,3.9
593,3100134,Andhra House,"Biryani, Andhra, Chinese",Mangalore,India,300,4.0
594,3100837,Food Junction,"Charcoal Chicken, Arabian, Mughlai, Burger, Chinese, North Indian, Beverages, Desserts",Mangalore,India,240,4.1
595,3100169,The Old Prax,"Burger, Finger Food, Fast Food",Mangalore,India,326,3.9
596,3100524,Brick House,"Continental, Chinese",Mangalore,India,309,4.1
597,3100441,Barbeque Nation,"North Indian, Chinese",Mangalore,India,1134,4.6
598,3100016,Royal Darbar,"Mughlai, Biryani, North Indian, Desserts, Beverages",Mangalore,India,253,4.0
599,3100013,Hao Ming,"Chinese, Momos, Beverages",Mangalore,India,565,4.0
600,18502212,Munchane,"Pizza, Fast Food",Vadodara,India,1502,4.3
601,18409523,Jassi De Parathe,North Indian,Vadodara,India,1664,4.7
602,18767071,Day Night Vada Pav & Dabeli,Fast Food,Vadodara,India,491,4.5
603,3200244,Tasty Vada Pav,Street Food,Vadodara,India,398,4.5
604,3201876,Brown Burger Co,"Salad, Healthy Food, Sandwich, Fast Food, Beverages, Burger, Pizza",Vadodara,India,1043,4.3
605,3200606,Santushti Shakes & More,"Beverages, Desserts",Vadodara,India,597,4.5
606,3200477,Chhappanbhog Restaurant & Banquets,"Gujarati, North Indian",Vadodara,India,1236,3.8
607,3200424,Domino's Pizza,"Pizza, Fast Food",Vadodara,India,1068,3.9
608,3200981,Burger King,"Burger, Fast Food",Vadodara,India,1326,4.1
